chain,outlets,total_pop_served,mmda_count,regions,pop_per_outlet,avg_mmda_pop
ERIBEL PHARMACY,1,2029.0,1,1,2029.0,2029.0
NOVOMED PHARMA,1,2029.0,1,1,2029.0,2029.0
ROSYCARE PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
ASAHALAJA PHARMACY,1,2029.0,1,1,2029.0,2029.0
BB ASSOCIATES LTD (PHARMACY),1,2029.0,1,1,2029.0,2029.0
KEBE PHARMACY,1,2029.0,1,1,2029.0,2029.0
KEBIAN PHARMACY,1,2029.0,1,1,2029.0,2029.0
HEBREWS PHARMACY,1,2029.0,1,1,2029.0,2029.0
ERISHAR OSBEK PHARMACY.,1,2029.0,1,1,2029.0,2029.0
ROBLOIS PHARMACY COM. LTD.,1,2029.0,1,1,2029.0,2029.0
RODINA CHEMIST,1,2029.0,1,1,2029.0,2029.0
NYAME-DO PHARMACY,1,2029.0,1,1,2029.0,2029.0
MEGA PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
OA PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
SLICK PHARMACY,1,2029.0,1,1,2029.0,2029.0
LA VELCHI PHARMACY,1,2029.0,1,1,2029.0,2029.0
SLIM AND FIT PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
CAMDEN PHARMACY,1,2029.0,1,1,2029.0,2029.0
CANDY PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
SONIJECK COMPANY LTD,1,2029.0,1,1,2029.0,2029.0
HIDDEN LEAF PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
HILLOCKS PHARMACY GHANA LIM,1,2029.0,1,1,2029.0,2029.0
BANLYD PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
RICHBAAH PHARMACY,1,2029.0,1,1,2029.0,2029.0
EM-KOSAH PHARMACY,1,2029.0,1,1,2029.0,2029.0
EMMACO HEALTH GHANA LTD,1,2029.0,1,1,2029.0,2029.0
ONYX PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
OPA CHEMIST,1,2029.0,1,1,2029.0,2029.0
HEALTH BASE PHARMACY,1,2029.0,1,1,2029.0,2029.0
OPA CHEMIST LTD,1,2029.0,1,1,2029.0,2029.0
ORBITAL PHARMACY ( AMASAMA,1,2029.0,1,1,2029.0,2029.0
JUST ASK PHARMACY,1,2029.0,1,1,2029.0,2029.0
JULITA PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
EDDY-KAY CHEMIST LIMITED,1,2029.0,1,1,2029.0,2029.0
EDEN PHARMA LIMITED,1,2029.0,1,1,2029.0,2029.0
PALEM PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
DZOMOKO MEDICAL & PHARMAC,1,2029.0,1,1,2029.0,2029.0
ASANKWA PHARMACY LTD.,1,2029.0,1,1,2029.0,2029.0
GAG CHEMIST,1,2029.0,1,1,2029.0,2029.0
SPRING TIME PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
ST. MICHAEL CHEMISTS,1,2029.0,1,1,2029.0,2029.0
ARC PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
BUCK PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
JU-BETH PHARMACY,1,2029.0,1,1,2029.0,2029.0
RENERVE PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
WAGGA CARE PHARMACY,1,2029.0,1,1,2029.0,2029.0
WAGGA-CARE PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
DAVIES PHARMACY GHANA LTD,1,2029.0,1,1,2029.0,2029.0
PEOPLE CHOICE PHARMACY,1,2029.0,1,1,2029.0,2029.0
WAYNE PHARMACY,1,2029.0,1,1,2029.0,2029.0
WELCOME PHARMA LTD,1,2029.0,1,1,2029.0,2029.0
PHARMACHEM LTD,1,2029.0,1,1,2029.0,2029.0
RAYDOS PHARMACY,1,2029.0,1,1,2029.0,2029.0
PHARMAGEORGE CHEMIST LTD,1,2029.0,1,1,2029.0,2029.0
REGEORGIA PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
TOPMED PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
TOSH PHARMACEUTICALS LTD,1,2029.0,1,1,2029.0,2029.0
LEONS CHEMIST LTD,1,2029.0,1,1,2029.0,2029.0
ABSOLUTE HEALTH,1,2029.0,1,1,2029.0,2029.0
ALSONS PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
BILLI-PAK PHARMACY,1,2029.0,1,1,2029.0,2029.0
MAKEESA PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
MALB-PHARMA LIMITED,1,2029.0,1,1,2029.0,2029.0
STERLING PHARMACEUTICALS LTD,1,2029.0,1,1,2029.0,2029.0
BRITTS PHARMA LTD.,1,2029.0,1,1,2029.0,2029.0
STEVE MENS PHARMACY,1,2029.0,1,1,2029.0,2029.0
SUNSET PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
ANYANEWAA PHARMACY,1,2029.0,1,1,2029.0,2029.0
BAASPHARMA LTD,1,2029.0,1,1,2029.0,2029.0
WESTLINE PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
J-RAD PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
IMMACULATE PHARMACY,1,2029.0,1,1,2029.0,2029.0
IMPERIAL CHEMIST LTD,1,2029.0,1,1,2029.0,2029.0
IMPERIAL CHEMISTS LTD,1,2029.0,1,1,2029.0,2029.0
ALPHA CARE PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
DOM V. PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
PHYTO-RIKER (GIHOC) PHARM. LT,1,2029.0,1,1,2029.0,2029.0
JIDAH PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
WOLUWIE PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
POINT RIGHT PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
POKUASE PHARMACY(ANNEX),1,2029.0,1,1,2029.0,2029.0
DEEDOR CARE PHARMACY LTD.,1,2029.0,1,1,2029.0,2029.0
DASK CHEMIST LTD,1,2029.0,1,1,2029.0,2029.0
DASK CHEMIST LTD (ANNEX,1,2029.0,1,1,2029.0,2029.0
LIFESPAN PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
LIFEWAY PHARMACY LIMITED,1,2029.0,1,1,2029.0,2029.0
BLACK SWAN PHARMACY,1,2029.0,1,1,2029.0,2029.0
TINACARE PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
GOODSTART PHARMACY LTD.,1,2029.0,1,1,2029.0,2029.0
BODAC-SKB PHARMACY LTD,1,2029.0,1,1,2029.0,2029.0
THE PHARMALOFT PHARMACY,1,2029.0,1,1,2029.0,2029.0
THE VILLAGE PHARMACY,1,2029.0,1,1,2029.0,2029.0
3KS PHARMACY LTD.,1,2029.0,1,1,2029.0,2029.0
WESTERN PHARMACY LTD,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
LUHAKI COMPANY LIMITED,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
PHARMA LAUD K. LTD,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
DANNIPHARMA LIMITED,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
HUMBLE MOTHER PHARMACY LT,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
ALPHA DUO PHARMACY LTD,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
HABMAY PHARMACY (ATONSU BR,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
PROPHARM CHEMIST LTD,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
ST. GEORGINA PHARMACY,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
SAQS PHARMACY LTD,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
MIKADDO PHARMACY LTD,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
LIFE CHEMIST LTD.,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
VICBARNS PHARMACY LTD.,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
SUPRA PHARMA LTD. (K'SI BRANC,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
JULIAG CHEMIST,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
JULIPONIA PHARMACY,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
PARTNERS HEALTH SERVICES,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
VITAL PHARMACY,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
SAWABA PHARMACY,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
SAQS PHARMACY (ASOKWA BRAN,2,1886.0424628450105,1,1,943.0212314225053,1886.0424628450105
ROATINA PHARMACY LTD.,2,1838.1870605682338,2,2,919.0935302841169,919.0935302841169
NESTA CHEMISTS LIMITED,4,1812.9171974522294,1,1,453.22929936305735,1812.9171974522294
ADEPA PHARMACEUTICALS LTD.,4,1812.9171974522294,1,1,453.22929936305735,1812.9171974522294
HEALTH TOWER CHEMIST,4,1812.9171974522294,1,1,453.22929936305735,1812.9171974522294
MAGOLD PHARMACY,2,1790.3316582914572,1,1,895.1658291457286,1790.3316582914572
NAD PHARMACY,2,1790.3316582914572,1,1,895.1658291457286,1790.3316582914572
SIMART PHARMACEUTICALS,2,1790.3316582914572,1,1,895.1658291457286,1790.3316582914572
SANTA THERES PHARMACY LTD,2,1790.3316582914572,1,1,895.1658291457286,1790.3316582914572
TOP IN TOWN PHARMACY LTD,2,1790.3316582914572,1,1,895.1658291457286,1790.3316582914572
RABS PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
DIS-CHEM PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
3M & C PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
JASCOS PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
JESSMUNA PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
ALLSWELL PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
REBEACON CHEMIST,1,1770.34375,1,1,1770.34375,1770.34375
DORDAN PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
DORAT PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
LIVERITE PHARMACY & HEALTHCA,1,1770.34375,1,1,1770.34375,1770.34375
ANSU MEMORIAL PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
AKS PHARMA,1,1770.34375,1,1,1770.34375,1770.34375
AKTIVE PLUS HEALTHCARE LIMITE,1,1770.34375,1,1,1770.34375,1770.34375
PHARMAGEORGE PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
PHARMAGEORGE CHEMIST LTD.,1,1770.34375,1,1,1770.34375,1770.34375
AKPABE PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
PHARMALOT CHEMISTS LTD,1,1770.34375,1,1,1770.34375,1770.34375
PHARMAGEORGE CHEMIST LTD(D,1,1770.34375,1,1,1770.34375,1770.34375
PHERSONS PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
WELLIAN PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
REAL LIFE PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
DILIGIAH FOODS PHARMA LIMITE,1,1770.34375,1,1,1770.34375,1770.34375
POINT OF CARE PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
ATOMIC ROAD PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
PHILTA PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
ATLON HEALTHCARE LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
ATEK CHEMIST LTD,1,1770.34375,1,1,1770.34375,1770.34375
GLABOVAN PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
VINISHAW PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
HILLVIEW PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
HOBET PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
ADNAID PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
ADOMPEM CAMPANY LTD,1,1770.34375,1,1,1770.34375,1770.34375
VIVIKON PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
BIOMARKER PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
LIFEPOINT PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
LIFELANE CHEMISTS,1,1770.34375,1,1,1770.34375,1770.34375
OPA CHEMISTS LTD,1,1770.34375,1,1,1770.34375,1770.34375
ORKMAN PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
CRYSTAL-TAB PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
RHODIUM PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
P2 PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
BRIDGESTONE PHARMACY LIMITE,1,1770.34375,1,1,1770.34375,1770.34375
ORBITAL PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
MAGPAT PHARMACY TLD,1,1770.34375,1,1,1770.34375,1770.34375
KATEMED PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
MA & M PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
COSANDY PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
COMFORT DRUGS INT. CO. LTD.,1,1770.34375,1,1,1770.34375,1770.34375
EMRET PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
BRIDGEVIEW PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
STARAID CARE LTD,1,1770.34375,1,1,1770.34375,1770.34375
STAYWELL PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
ERIVIAN PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
KETHAMA PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
KESS PHARMACEUTICALS LTD,1,1770.34375,1,1,1770.34375,1770.34375
ROYAL CHARISMA PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
GOD'S WISDOM PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
GOLDEN HEALTH PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
SUPREME BOX PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
SWANLAKE PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
SWIFTMEDCARE PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
EDJOE PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
EFKWA COMPANY,1,1770.34375,1,1,1770.34375,1770.34375
JULIMED PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
DAELYN PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
DZOFAM PHARMARCY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
REMEDY ISLAND PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
LIFEPOINT PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
EXTRON PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
NEB PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
AGIBANS PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
EZY PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
HEALTHSPRING PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
HENOPA PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
HEALTHPORT PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
KIK HYPRO PHARMACY (GH) LTD,1,1770.34375,1,1,1770.34375,1770.34375
GTG PHARMACEUTICALS LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
TOFFEY PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
ALTCHOISE PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
HAATSO PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
FAITH-AID CHEMIST LTD,1,1770.34375,1,1,1770.34375,1770.34375
FAMILYMEDS PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
FIINA PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
CHF OASIS PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
KOBAFCO PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
HEALTHGOLD PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
BEANATHAN PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
BEACON PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
CELIA PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
CEIZONS LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
FLOWSBY PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
LIBOAT PHARMACEUTICALS LTD,1,1770.34375,1,1,1770.34375,1770.34375
SCRIPTS N ME PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
HARRIMAT PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
FOCOS ORTHOPAEDIC HOSPITAL P,1,1770.34375,1,1,1770.34375,1770.34375
CAREPLUS PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
ABOKOBI PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
MAM CHEMIST LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
MARISCA PHARMACEUTICALS,1,1770.34375,1,1,1770.34375,1770.34375
NARAX,1,1770.34375,1,1,1770.34375,1770.34375
FOUNDATION PHARMACY LIMITE,1,1770.34375,1,1,1770.34375,1770.34375
AMPOMA PHARMACEUTICALS LIM,1,1770.34375,1,1,1770.34375,1770.34375
CARMOS PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
MIPILL PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
SPECTACULAR PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
MAX-HEALTH PHARMACEUTICALS,1,1770.34375,1,1,1770.34375,1770.34375
AHOTO PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
MICABIPHARM CO. LTD.,1,1770.34375,1,1,1770.34375,1770.34375
HASBEL PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
KRISVYC PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
CARE HUB PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
SILSCREN PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
MEDNET PHARMACY (GH) LTD,1,1770.34375,1,1,1770.34375,1770.34375
MEDONE PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
BELAH PHARMACY LTD.,1,1770.34375,1,1,1770.34375,1770.34375
MEBRONI PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
MEDIPOINT PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
MEDREACH COMPANY LTD (PHAR,1,1770.34375,1,1,1770.34375,1770.34375
MEDITAB PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
MEDISHOP PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
MCLIZ PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
C. K. RELOG PHARMACEUTICAL LT,1,1770.34375,1,1,1770.34375,1770.34375
C. K. RELOG PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
MEDITEL PHARMA LTD,1,1770.34375,1,1,1770.34375,1770.34375
FRIMATA PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
AIRAM PHARMACEUTICALS LIMIT,1,1770.34375,1,1,1770.34375,1770.34375
MEDGEM PHARMA LTD,1,1770.34375,1,1,1770.34375,1770.34375
MED-WAY PHARMACY,1,1770.34375,1,1,1770.34375,1770.34375
SOGLI PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
3CARE PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
PRINLEX PHARMACY LIMITED,1,1770.34375,1,1,1770.34375,1770.34375
R & C PHARMACY LTD,1,1770.34375,1,1,1770.34375,1770.34375
DRUGIX PHARMACY,2,1761.6529446832544,2,1,880.8264723416272,880.8264723416272
PHARMANOVA LTD.,2,1396.2505307855627,2,2,698.1252653927813,698.1252653927813
KOJACH LIMITED,2,1396.2505307855627,2,2,698.1252653927813,698.1252653927813
JASPERS PHARMACY LIMITED,2,1396.2505307855627,2,2,698.1252653927813,698.1252653927813
HILLS PHARMACY LTD.,2,1396.2505307855627,2,2,698.1252653927813,698.1252653927813
HABMAY PHARMACY LTD.,2,1396.2505307855627,2,2,698.1252653927813,698.1252653927813
ALPHA DELTA PHARMACY,3,1359.687898089172,1,1,453.22929936305735,1359.687898089172
PALACE PHARMACY LTD,3,1359.687898089172,1,1,453.22929936305735,1359.687898089172
MEDIMART PHARMACY LTD.,2,1348.395128508786,2,1,674.197564254393,674.197564254393
PROSPECT PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
WORLAKO PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PRIJOPHARMA COMPANY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JAMI-HUTCH PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JAMESH PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
DEPENDABLE PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
MEDCROSS PHARMACEUTICALS C,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
SNA PHARMA SERVICES LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
IVAKITO PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
RANDY PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
AKROPHARMA LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
AT HOME PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
DELMA PHARMA LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
CAMDEN PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
TRUWORTH PHARMACEUTICALS L,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
DOUBLE PLUS TWO PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
DE-DEEDS PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
AVIATION ROAD PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JOY-KLINK PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
FULANI PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PILMAR PHARMA LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
RAPHA CHEMIST LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
WEBSTER PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PHARMABAY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
DB & T PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PHARMRITE PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PHARMHAUS CHEMIST LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
LJ INVESTMENTS LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PHARMACY DIRECT LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
HAG PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
AMANI CHEMISTS LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
ZAKKS PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
ZUTRON PHARMACEUTICALS LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
SNAK PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JANISEL PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JANESIS IMMENSE PHARMACY LT,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
YIM DISPENSING PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
VYNNE PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
ADENTA PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
LAWMERC PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
LEBEN PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
AMANFRO PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
AMANFRO PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
HOMETOWN PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JUKE PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
ADNIAD PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
SK GLOBAL PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
MEDLIFE PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
MEDITAB PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
SHALOM UB PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
TAJ DEAROB PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
ALNESSA PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
VTM PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
LIFECARE PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
TAJ DEAROB PHARMACEUTICALS L,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PFAGO CHEMISTS LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
PERFECT PHARMA SOLUTIONS,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
EDCARE PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
EAST AMRAHIA PHARMACY LIMIT,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
K79 PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JUSTOPRA PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
JULIEDEE PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
FORTIS BACKNAY PHARMACY LIMI,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
MELIA PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
FREDAKU PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
KORLYNS PHARMACEUTICALS LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
KORANIA PHARMACY LIMITED,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
DOT PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
VOB PHARMACY,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
VINA PHARMACY LTD.,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
VISAT PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
DAKAL PHARMACY LTD,1,1308.423645320197,1,1,1308.423645320197,1308.423645320197
