client_clean,total_products,drug_products,food_products,countries_sourced,local_products,valid_products,import_pct,drug_pct
"Zealon Links, Ho, V/R",2,0,2,1,2,2,0.0,0.0
"Zoe Palm & Foods, Accra, Ga/R",2,0,0,1,2,2,0.0,0.0
Zingiber Production,2,0,2,1,2,1,0.0,0.0
"Zina Princepa Ventures, Naaluro Estate Gw-0054-0477 Tamale",2,0,0,1,2,0,0.0,0.0
"Ihp Ent., Trade Fair Centre, Accra",2,0,2,1,0,2,100.0,0.0
Indus Life Sciences Private Limited Indus House 24/1 Subramaniam Street Abhiramapuran Chennai 60018 India,2,2,0,0,0,2,100.0,100.0
"Indobev Global Limited, Accra",2,0,2,1,0,2,100.0,0.0
Indchemie Health Specialities Pvt,2,2,0,1,0,1,100.0,100.0
"Yedent Agro Group Of Companies Limited, Sunyani, B/A",2,0,2,1,2,2,0.0,0.0
Yedent Agro Bulk Processing Limited Company,2,0,2,1,0,2,100.0,0.0
"Yaw Danso Nimoh Ent.,A/R",2,0,2,2,0,1,100.0,0.0
"Yarp Foods Limited Company, Wenchi, Bono Region",2,0,2,1,2,2,0.0,0.0
"A&A Don Solution Limited, Accra",2,0,2,2,0,2,100.0,0.0
"Young Don Ent, A/R",2,0,2,1,2,2,0.0,0.0
Xepa-Soul Pattinson,2,2,0,0,0,2,100.0,100.0
Xclusive Health,2,0,0,0,0,0,100.0,0.0
Elixir Global Manufacturing Food Limited First Commercial Road Town Planning Way Oluyole Industrial Estate Ibadan Oyo State Nigeria,2,2,0,0,0,2,100.0,100.0
"Elidek'S Foods, Accra, Ga/R",2,0,2,1,2,2,0.0,0.0
Elanco Animal Health,2,2,0,0,0,0,100.0,100.0
Moon Pharma Ghana Limited - Moon,2,2,0,1,0,2,100.0,100.0
Emcure Pharmaceuticals Limited Plot No P 1 & P 2 It Bt Park Phase Ii M I D C Hinjawadi Pune 411057 Maharashtra India,2,2,0,0,0,2,100.0,100.0
Embecta Corp,2,0,0,1,0,2,100.0,0.0
"Zim Laboratories Limited - B-21/22, Midc Area, Kalmeshwar, Nagpur – 441 501, Maharashtra State, India",2,2,0,1,0,2,100.0,100.0
"Zjnzy Commodities Ent., Kwabenya",2,0,2,2,0,2,100.0,0.0
"2 Big Ideas Ventures , Tarkoradi, W/R",2,0,2,1,0,2,100.0,0.0
"12 31 Global Ventures., Accra",2,0,2,1,0,2,100.0,0.0
"1010Foodie, Tema",2,0,2,1,2,2,0.0,0.0
"""Mylan Pharma Gmbh Turmstrasse 24 Tower 4 Ch 6312 Switzerland""",2,2,0,1,0,2,100.0,100.0
"""Kojach",2,2,0,2,0,2,100.0,100.0
Institut Biochemique,2,2,0,1,0,1,100.0,100.0
Zeta Pharma,2,2,0,0,0,2,100.0,100.0
"Zefu Food Limited., Accra",2,0,2,1,0,0,100.0,0.0
"Zuzu Pharmaceuticals Limited, Kpando, V/R",1,0,1,1,1,1,0.0,0.0
"Ziya'S Organix., Accra",1,0,1,1,1,1,0.0,0.0
"Zion Spring Natural Mineral Water Limited, Suhum - Eastern Region",1,0,1,1,1,1,0.0,0.0
Zion Splash Ent,1,0,1,1,1,1,0.0,0.0
"Zinoplex Investments Co. Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Zino Royal Ent., Tema",1,0,0,1,0,1,100.0,0.0
Zifam Pinnacle Pty Limited 1 21 38 Elizabeth Street Wetherill Park Nsw 2164 Sydney- Australia,1,1,0,0,0,1,100.0,100.0
"Zief Limited, Xw-0277-7919, Wa, Uw/R",1,0,1,1,1,0,0.0,0.0
Zhenlong,1,1,0,1,0,1,100.0,100.0
"Zhengzhou Mct International Co., Limited",1,1,0,1,0,1,100.0,100.0
2023 Pinina Enterprise,1,0,0,1,0,1,100.0,0.0
"2 Pee Acqua., Accra G/A",1,0,1,1,1,1,0.0,0.0
"3-Point Foods, Gm-047-0430,Madina Libya Quarters",1,0,1,1,1,1,0.0,0.0
"360 Urban Kitchens Limited, Accra",1,0,1,1,1,1,0.0,0.0
3A Herbal Centre,1,1,0,1,1,1,0.0,100.0
3R’S Legacy Company Limited,1,0,0,0,0,0,100.0,0.0
"3Sl Foods, Accra",1,0,1,1,0,1,100.0,0.0
"4-Teen Natural Mineral Water, Akim-Akroso E/R",1,0,1,1,1,1,0.0,0.0
4Ward Development West Africa Limited,1,0,1,1,1,1,0.0,0.0
"4Ward Development West Africa Limited, Daboase, Close To Kakakrom Sch., Wz-0045-6190, W/R",1,0,1,1,1,1,0.0,0.0
"5Five Ice, Accra",1,0,1,1,1,1,0.0,0.0
"Zetrimira Ventures, Kasoa - Tuba",1,0,1,1,1,1,0.0,0.0
"Zaki Zakwan Enterprise, Accra",1,0,1,1,1,1,0.0,0.0
"Zamzam Bakery, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Zanga Ventures,1,0,1,1,1,1,0.0,0.0
"Zee Special Shito, Accra",1,0,1,1,1,1,0.0,0.0
"Zela Pharmaceuticals Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Zelicious Patisserie Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Iganas, Techiman, B.E/R",1,0,1,1,1,1,0.0,0.0
"Intertropicus Limited, Accra",1,0,1,1,1,1,0.0,0.0
"Intertropicus Limited. Co., Accra",1,0,1,1,1,1,0.0,0.0
Intervet International S.A,1,1,0,1,0,1,100.0,100.0
"Investrade Int. Co. Limited., Accra, Ga/R",1,0,1,1,0,1,100.0,0.0
"Ihsl Product Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Iib Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Ike Majesty Ent., Tongor Tsanapke, V/R",1,0,1,1,1,1,0.0,0.0
"Ikyboat Vent., Kumasi, A/R",1,0,1,1,0,1,100.0,0.0
"Iman Classic, Sakyikrom- Adoagyiri",1,0,1,1,1,1,0.0,0.0
"Immaculate Ice Limited, St. Mary'S School Campus, Apowa, Wh-0239-1622, W/R",1,0,1,1,1,1,0.0,0.0
Impact Labs Private Limited,1,1,0,0,0,1,100.0,100.0
Hydrawork Ventures C/O P. O. Box 51,1,0,1,1,1,1,0.0,0.0
"Inceptrade Company Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Index Link Limited., Accra",1,0,0,1,0,1,100.0,0.0
"Indian Bazaar Gh. Limited., Tema",1,0,1,1,0,1,100.0,0.0
"Hot Morgaans Limited., Accra",1,0,1,1,1,1,0.0,0.0
"House Of Liberation For Empowerment., Wa, U/W",1,0,0,0,0,0,100.0,0.0
Human Biological Institue Division Of India Immunologicals Limited Kozhipannai Pudumund Post Dr Basavaiah Nugar Udhuyanundalam,1,1,0,1,0,1,100.0,100.0
Humano Pharmaceuticals,1,1,0,0,0,1,100.0,100.0
"Hiltusbytes Ventures, A/R",1,0,1,1,1,1,0.0,0.0
"Irani Brothers & Others Limited., Tema",1,0,1,1,1,1,0.0,0.0
"Irfunu Enterprise, Lawra Uw/R",1,0,1,1,1,1,0.0,0.0
"Isaiah Sikaye Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Isairee Ventures, Accra G/R",1,0,1,1,0,1,100.0,0.0
"Interbaron Global Beverages Limited., Accra",1,0,1,1,1,1,0.0,0.0
I.K Soma Limited Company,1,0,1,0,0,0,100.0,0.0
"I.K.O Royal Spring Drinking Water, Accra",1,0,1,1,1,1,0.0,0.0
"Ice Parf Limited, Korso- Koforidua",1,0,1,1,1,1,0.0,0.0
"Ice Stone Ventures,A/R",1,0,1,1,0,0,100.0,0.0
"Iced & Fresh Foods Comodities, Accra",1,0,1,0,0,0,100.0,0.0
"Iffco Ghana Trading Limited., Accra, G/R",1,0,0,1,0,0,100.0,0.0
"Ja Boat Natural Mineral Water, Worawora",1,0,1,1,1,1,0.0,0.0
"Ja-Riaq Ventures., Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
"Ja24 Foods Limited, H/No B354/24, Kaafo Donn St. Flat Top, Lapaz",1,0,0,1,1,1,0.0,0.0
Jab Healthcare Pharmacy Limited P O Box Ks 6817 Kumasi Ak-067-9860 Kumasi,1,1,0,0,0,1,100.0,100.0
"Islamic Youth Centre Of Ghana For Research Studies And Preaching,A/R",1,0,1,1,1,1,0.0,0.0
Israel Nyame Beye Enterprise,1,1,0,1,1,1,0.0,100.0
"Issbys Ent., Accra G/A",1,0,1,1,1,1,0.0,0.0
"Itc Network And Farms., Tema",1,0,1,1,1,1,0.0,0.0
Itswell Enterprise,1,0,1,1,1,1,0.0,0.0
"Ivy'S Foods, Accra",1,0,1,0,0,0,100.0,0.0
Iz Logistics Limited,1,0,1,1,0,0,100.0,0.0
Izay K Enterprise. Sunyani. B/A,1,0,1,1,1,1,0.0,0.0
"J & G Bakery., Accra",1,0,1,1,1,1,0.0,0.0
"J & M Sky Blue Limited. Co., Accra",1,0,1,0,0,0,100.0,0.0
Hopehome Enterprise,1,0,1,1,1,1,0.0,0.0
Hornbill Ghana Limited,1,0,1,1,1,1,0.0,0.0
"Hitoto Ventures, Juapong, V/R",1,0,1,1,1,1,0.0,0.0
"Hive Dome Honey Limited, Accra",1,0,1,1,1,1,0.0,0.0
"Hk Organic Foods Co. Limited., Kpong, E/R",1,0,1,1,1,1,0.0,0.0
"Hmr Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Hoga Rockseed Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Hommy Delicacies, Accra, Ga/R",1,0,0,1,1,0,0.0,0.0
Honey Boutique And Farms,1,0,0,1,1,1,0.0,0.0
"Honeyland Miki Resources Ent., Paga, Ue/R",1,0,1,1,1,1,0.0,0.0
"J. M. D Lotus Quality Products Limited., Accra",1,0,1,1,0,1,100.0,0.0
"J. O. Mensah Ent., Techiman, B.E/R",1,0,1,1,1,1,0.0,0.0
"J.M. Addo & Sons Pharmacy Limited P. O. Box 1943 Accra, Ghana",1,1,0,0,0,1,100.0,100.0
"J.M. Addo & Sons Pharmacy Limited., Accra",1,1,0,0,0,1,100.0,100.0
J.M. Addo And Sons Limited,1,1,0,1,0,1,100.0,100.0
"J.O.C Beverages & Cosmetics, Accra",1,0,1,1,1,1,0.0,0.0
J.O.E.S Dreams Logistics Limited,1,0,1,1,1,0,0.0,0.0
"J.O.E.S Dreams Logistics Limited., Accra",1,0,1,1,0,0,100.0,0.0
"Hights Enterprise Limited, Bolgatanga, U/E",1,0,1,1,1,1,0.0,0.0
Hilaclerk Enterprise,1,1,0,0,0,1,100.0,100.0
Hill Lifecare Limited,1,1,0,0,0,1,100.0,100.0
Hills Pop Enterprise,1,0,1,0,0,0,100.0,0.0
"Helives Pathway Group Limited., Accra",1,0,0,1,1,1,0.0,0.0
"Jace Mineral Water, Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
Jackwart Lodge,1,0,1,1,1,1,0.0,0.0
"Jaedonbrain Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Jakati Ventures. Accra, G/R",1,0,1,1,0,1,100.0,0.0
"Jal Manufacturing And Trading Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Jamang Nala Limited, Burma Camp, Accra",1,0,1,1,0,1,100.0,0.0
"Jamjoom Pharmaceuticals Factory Company - Plot No. Me1:3, Phase V, Industrial City",1,1,0,1,0,1,100.0,100.0
"Janbon Farms And Trading Enterprise, Xs-03610-2785 Pentu House Nabugbelle, Uw/R",1,0,1,1,1,1,0.0,0.0
"J&E Green Ways Farms Limited., Accra",1,0,1,1,1,1,0.0,0.0
His Glory Rusal Ventures,1,0,1,1,1,1,0.0,0.0
"Hitaderk Enterprise 13 Bogyame Street Adum, Kumasi",1,1,0,0,0,1,100.0,100.0
Herbal Fuel Beverages,1,0,1,1,0,1,100.0,0.0
Herbalife Of Ghana Limited Airport City Plot No,1,1,0,0,0,1,100.0,100.0
"Herbspharm, Accra",1,0,1,1,1,1,0.0,0.0
"Heaven Waves Industries Limited., Cg - 3320 - 3865, Agona Bewadze, C/R",1,0,1,1,1,0,0.0,0.0
Janssen Cilag Ag Gubelstrasse 346300 Zug Switzerland,1,1,0,1,0,1,100.0,100.0
Janssen-Cilag International Nv Turnhoutseweg 30 B-2340 Beerse Belgium,1,1,0,1,0,1,100.0,100.0
Jasenef Ent,1,0,1,1,1,1,0.0,0.0
Jatikay Initiatives Limited,1,0,1,1,0,1,100.0,0.0
"Jaya Impex/Prime Overseas - 16, Gokul Regency Ii Thakur Complex Kandivali",1,1,0,1,0,1,100.0,100.0
"Jayaf Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Jabag Multi Haven Ent., Accra",1,0,0,1,0,1,100.0,0.0
Herona Company Limited - P. O. Box Kn 229 Kaneshie Accra,1,1,0,1,0,1,100.0,100.0
"Hesk Organics, Ho, V/R",1,0,1,1,1,1,0.0,0.0
Heyva Tropical Juice,1,0,1,1,1,0,0.0,0.0
Hi5 Empire,1,0,1,1,1,1,0.0,0.0
"Highland 234 Ent., Kibi, E/R",1,0,1,1,1,1,0.0,0.0
"Jglow Chills & Treats Limited, A/R",1,0,1,1,1,1,0.0,0.0
"Jiangsu Lianhuan Pharmaceutical Co., Limited - No.9, Jiankangyi Road, Biological Health Industry Park, Yangzhou, Jiangsu, China",1,1,0,1,0,1,100.0,100.0
"Jaydor Natural Mineral Water, Nkawkaw",1,0,1,1,1,0,0.0,0.0
"Jays-Kays Ventures, C/R",1,0,1,1,1,1,0.0,0.0
Jazna Group Limited,1,0,1,1,1,1,0.0,0.0
"Jb Dinatom Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Jcc Prime Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Jdb Enterprise, P. O. Box 15106, Accra North",1,0,0,1,0,1,100.0,0.0
Jdk Chingching Enterprise,1,0,1,1,1,1,0.0,0.0
"Jedmac Empire Ventures, Kadjebi-O/R",1,0,1,1,1,1,0.0,0.0
"Jednas Foods., Accra",1,0,1,1,1,1,0.0,0.0
"Jeemak Limited Company,A/R",1,0,1,1,1,1,0.0,0.0
"Helives Pathway Group Limited., Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
Hello Ice Ent,1,0,1,1,1,1,0.0,0.0
Henbiss Business Services,1,1,0,1,1,1,0.0,100.0
Henrald Trading Enterprise Community,1,0,0,0,0,0,100.0,0.0
"Heavenly Light Ventures,A/R",1,0,0,1,1,1,0.0,0.0
Heavy Herbal Centre,1,1,0,1,1,0,0.0,100.0
Hebei New Century Pharma Co.Limited,1,1,0,1,0,1,100.0,100.0
Heightspharm Gh,1,0,0,0,0,1,100.0,0.0
"Heinzaac Enterprise, Yamfo, Ahafo Region",1,0,1,1,1,1,0.0,0.0
"Helen Foods, Tema",1,0,1,1,1,1,0.0,0.0
"Head Start Consult, Accra",1,0,1,1,1,1,0.0,0.0
Jefrac Pharmacy Limited,1,1,0,1,1,1,0.0,100.0
Jehova Jireh'S Amazing Grace Bakery,1,0,1,1,1,1,0.0,0.0
"Jehovah Makkeh Ent, Accra",1,0,1,1,1,1,0.0,0.0
"Jehovah Provide Natural Foods, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
"Jelemik Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Jennifer'S For Real Enterprise, Nkawkaw- Nsuta",1,0,1,1,1,1,0.0,0.0
"Jerry-Johnson Company Limited. Bs-01126-7006, Berlin Top Sunyani Bono Region",1,0,0,1,1,1,0.0,0.0
"Jevical Enterprise, Spintex Baatsona Gt-378-3225",1,0,1,1,1,1,0.0,0.0
"Jezpa Mineral Water. Plot No. 22 Blk B, Jerusalem",1,0,1,1,1,1,0.0,0.0
"Jogia-Data Services, Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
Jogo Foods,1,0,1,1,1,1,0.0,0.0
"John Eve Trading & Catering Services., Accra",1,0,1,1,1,1,0.0,0.0
"Jibuco Ghana Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Jimani Trading & Investments. Accra , G/R",1,0,1,1,0,1,100.0,0.0
"Jireh-Aidoo Limited., Otta City, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Jjm Adom Group Limited, Accra",1,0,1,1,1,1,0.0,0.0
"Jkylas Haven, Accra",1,0,1,1,1,1,0.0,0.0
"Jmd Engineering Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Jo-Haykof Enterprise, Nsadweso-Atieku, Wz-5058-4146, W/R",1,0,1,1,1,1,0.0,0.0
"Joankorf Trading Enterprise, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Joboa Gh. Co. Limited., Accra, G/R",1,0,1,1,1,1,0.0,0.0
"Joboakoh Ent. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Joboy Jallo Ent., Ejura, A/R",1,0,1,1,1,0,0.0,0.0
Joclarke Herbal Centre,1,1,0,1,1,1,0.0,100.0
"Jeffel Penahyirawaa Limited Company, Kintampo, Bono East Region",1,0,1,1,1,1,0.0,0.0
Healthisnax Hub,1,0,1,0,0,0,100.0,0.0
Healthtech Ghana Limited,1,0,0,1,0,1,100.0,0.0
"Healthy 101 Naturals., Accra",1,0,1,1,1,1,0.0,0.0
"Healthy Break, Hse No 4 Central Gonja District Buipe Savannah Region",1,0,1,1,1,1,0.0,0.0
"Healthy Lowor Enterprise, Odumase- Krobo",1,0,1,1,1,1,0.0,0.0
Healthy Soul Medical Centre,1,1,0,1,0,1,100.0,100.0
"Healthy Soul Medical Centre - , Select",1,1,0,1,0,1,100.0,100.0
Jodanam Enterprise,1,0,0,0,0,0,100.0,0.0
"Joe Boakye Unique Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Joemiles Co. Limited., Accra, Ga/R",1,0,1,1,0,1,100.0,0.0
"Joempat Catering Services., Accra",1,0,1,0,0,0,100.0,0.0
"Joenel Food Supplies, Cape Coast, C/R",1,0,1,1,1,1,0.0,0.0
"Joent Foods., Accra",1,0,1,1,1,1,0.0,0.0
Joespa Paco Ent,1,0,1,0,0,0,100.0,0.0
"Joffasco ""J"" Enterprise",1,0,0,1,0,1,100.0,0.0
"Jofyna Enterprise, West Anaji Residential Area",1,0,1,1,1,1,0.0,0.0
"Hassan Ibrada Enterprise, Accra",1,0,1,1,1,1,0.0,0.0
"Havilla Concept Limited. Opposite Cactus Creek Hotel, Aburi Jamaicaso",1,0,1,1,1,1,0.0,0.0
"Havilland Ghana Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Haypon Co. Limited., Berekum, B/R",1,0,1,1,1,1,0.0,0.0
"Hb Hamdrink Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Hd Foods., Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
"He Is The Light Venturs., Goaso, B/R",1,0,1,1,0,0,100.0,0.0
Hajia Umbrella Enterprise,1,1,0,1,1,0,0.0,100.0
Johsaac Enterprise,1,0,0,1,1,1,0.0,0.0
"Jolabs Water Enterprise, Nyamekrom- Koforidua",1,0,1,1,1,1,0.0,0.0
Jolee Bakery And Catering Services Comm.20 Lashibi-2 G/R,1,0,1,1,1,1,0.0,0.0
Jonap Enterprise,1,0,0,1,0,1,100.0,0.0
"Jonasah Dzinpa Ventures, C/R",1,0,1,1,1,1,0.0,0.0
"Joseban Plus Ventures,A/R",1,0,1,1,1,1,0.0,0.0
Healgen Scientific Limited Liability Company,1,0,0,1,0,1,100.0,0.0
Healthbest Pvt Limited…,1,1,0,0,0,1,100.0,100.0
"Julimore Star Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Julitta'S Catering Service, Accra",1,0,1,1,1,1,0.0,0.0
"Junaid Samu Enterprise, Wenchi, Bono Region",1,0,1,1,1,1,0.0,0.0
"Joseph Newton 63 Ventures, C/R",1,0,1,1,1,1,0.0,0.0
"Josephine Forbah Him Ent,A/R",1,0,1,1,1,1,0.0,0.0
"Josh Balak Ent., Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
"Josubuak Company Limited, 4 Maame Edwe St. Tadisco West, Takoradi, Ws",1,0,0,1,1,1,0.0,0.0
"Jota Water, Adutor-Sogakope, V/R",1,0,1,1,1,1,0.0,0.0
"Joyful Taste Natural Mineral Water, A/R",1,0,1,1,1,1,0.0,0.0
"Joygeo Guest House And Food Services, A/R",1,0,1,1,1,1,0.0,0.0
"Joyrite Ent., Accra",1,0,0,1,0,1,100.0,0.0
Joywind Company Limited,1,0,0,1,0,1,100.0,0.0
"Js Bakery Limited, Accra",1,0,1,1,1,1,0.0,0.0
"Johnnyviv Ent., Abor, V/R",1,0,1,1,1,1,0.0,0.0
"Happy Little Tums, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Harvest Rozanne Enterprise,1,0,1,1,0,1,100.0,0.0
"Hallifax Trade And Commence Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Hamadu Hamidu 24 Ventures. Hse No. Ayg 0069, Ayigbe, Wenchi Bono Region. Bw",1,0,1,1,1,1,0.0,0.0
"Handmaids Limited., Nuaso, E/R",1,0,1,0,0,0,100.0,0.0
"Hanglow Virgin Coconut Oil, Accra",1,0,0,1,1,1,0.0,0.0
Hank Natural Mineral Water,1,0,1,1,1,1,0.0,0.0
"Hannah Blessing Adjei Ent., Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Hannah Express Shipping & Freight Forwarding Enterprise,1,0,0,1,0,1,100.0,0.0
"Happy Life Food Ventures, Beposo",1,0,1,1,1,1,0.0,0.0
"H A Thank You, Accra",1,0,1,1,1,1,0.0,0.0
"Jubel Impex Ent., Accra",1,0,0,1,1,0,0.0,0.0
"Jubel Investment Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Juice Bells, Accra",1,0,1,1,1,1,0.0,0.0
"Julagye Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Julia Panem Enterprise, Dambai -Oti Region",1,0,1,1,1,0,0.0,0.0
"Juliet Gifted Hands Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Julifort Limited Ga-567-2602, Nan Awula Quaye Road Dansoman",1,0,1,1,1,1,0.0,0.0
"Hafsat Iman Vent., Accra",1,0,0,1,1,1,0.0,0.0
"Haira Logistics Xw-0009-2884, Nayiri Wa",1,0,0,1,1,1,0.0,0.0
Gulf Chemical Company Limited,1,1,0,1,1,0,0.0,100.0
"Just Affordable Ventures, A/R",1,0,1,1,1,1,0.0,0.0
Just Dream And Reality Limited,1,0,1,1,1,1,0.0,0.0
Just Eves Investments,1,0,1,1,1,1,0.0,0.0
Just Give Hostel,1,0,1,1,1,1,0.0,0.0
"Just Ice Alpha Solutions Limited., Accra",1,0,1,1,1,1,0.0,0.0
Juvik Links Enterprise,1,0,1,1,1,1,0.0,0.0
"Jx Distribution, Accra",1,0,1,1,1,1,0.0,0.0
"Jym Tea Limited Co., Accra",1,0,1,1,0,1,100.0,0.0
K And Adwoa Enterprise,1,0,0,1,0,1,100.0,0.0
"K Somuah And Sons, Wiafco House, Okaishie, Accra",1,1,0,0,0,1,100.0,100.0
"K-B Authentic Vision Ventures, Accra",1,0,1,1,0,1,100.0,0.0
"K-D Ofori Industries Limited., Ejisu Manhyia, A/R",1,0,1,1,1,1,0.0,0.0
Haleon Uk Trading Limited The Heights Weybridge Surrey England Kt13 0Ny United Kingdom,1,1,0,0,0,1,100.0,100.0
"Kakari Glory Imports, Kejetia-Kumasi, A/R",1,0,1,1,0,1,100.0,0.0
"K-Vicsimon Vent, Accra",1,0,1,1,1,1,0.0,0.0
"K. Emma Homes And Investment Co Limited, H/No. Nz 003, Nkoranza",1,0,1,1,1,1,0.0,0.0
"K. Mensah Sawmill, Atronie Road, Sunyani, Bono Region",1,0,1,1,1,1,0.0,0.0
"K. Ofori 2 Ent., A/R",1,0,1,1,1,1,0.0,0.0
"K.C. Osei Ent., Accra",1,0,1,1,1,1,0.0,0.0
K.Dwomoh Herbal Centre,1,1,0,1,1,0,0.0,100.0
K.G.N Impex,1,0,1,1,0,1,100.0,0.0
"K.S Gyamfi Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Kab Ice Natural Mineral Water, A/R",1,0,1,1,1,1,0.0,0.0
"Jusarp Star Ent., Koforidua, E/R",1,0,1,1,1,1,0.0,0.0
"H&B Suppliers Limited., Accra",1,0,1,1,0,1,100.0,0.0
H-Family Filtered Drinking Water,1,0,1,1,1,1,0.0,0.0
"H.A. Farms, P. O. Box 19, Mankessim, Cf-0628-7115,Mankessim, C/R",1,0,1,1,1,1,0.0,0.0
"H.P. Ent., Limited., Accra",1,0,1,1,1,1,0.0,0.0
Hadinaf Services,1,0,1,1,1,1,0.0,0.0
Gvs Pharma Limited,1,1,0,1,0,1,100.0,100.0
Gy Fishing Enterprise,1,0,1,1,0,1,100.0,0.0
"Gyant Herbal Clinic, Accra",1,0,1,1,1,1,0.0,0.0
"Gyarko Farms Limited., Accra",1,0,0,1,0,0,100.0,0.0
"Gybodez Enterprise, A/R",1,0,1,1,1,1,0.0,0.0
Gye Wo Adansee Herbal Centre,1,1,0,1,1,1,0.0,100.0
Gyidie Mmoroso Herbal Clinic,1,1,0,1,1,0,0.0,100.0
"Kabjab-Jm Ent,A/R",1,0,1,1,1,1,0.0,0.0
Kabx Enterprise,1,0,1,1,1,1,0.0,0.0
"Kades Production, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Kaelbintech Solutions, Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
"Kaf Acheampong Ent., Effiduase-Koforidua",1,0,1,1,1,1,0.0,0.0
"Kafina Herbal Centre., Accra",1,0,1,1,1,1,0.0,0.0
Kafnam Co,1,1,0,1,1,1,0.0,100.0
Kaityn Natural Drinks,1,0,1,0,0,0,100.0,0.0
"Kaizen - Hkb Ghana Limited., Accra",1,0,1,1,1,0,0.0,0.0
"Guest Natural Mineral Water, A/R",1,0,0,1,1,1,0.0,0.0
Guilin Pharmaceticals,1,1,0,1,0,1,100.0,100.0
"Guinness Ghana Breweries Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Kamade Ent., Accra",1,0,1,1,1,1,0.0,0.0
Kamal Life Science,1,1,0,0,0,1,100.0,100.0
Kamal Life Sciences - Building No3 A/503 Dhanlcexmi Apartment Santu Gawali Complex Kalyan,1,1,0,1,0,1,100.0,100.0
Kamaq Prime Vent. Accra,1,0,1,1,1,1,0.0,0.0
"Kamil Sat Ent.,P O Box 2386 Plot Number 36 Sakasaka Tamale",1,0,1,1,1,1,0.0,0.0
"Kan-E-Eboule Ent., Opeikuma Rd., Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Kandah Unique Resource, Xo-4626-7378 Aswaj, Airstrip Residential Area Wa",1,0,1,1,1,1,0.0,0.0
"Kangen Enagic Water Limited,A/R",1,0,1,1,1,1,0.0,0.0
"Kannafa Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Kabaka Construction & Investments Limited, Accra",1,0,1,1,0,1,100.0,0.0
"Gulf Chemical Company Limited. P. O. Box Tn 504, Accra. Spintex Road Nwgl Building. Community 18 Junction",1,1,0,1,1,0,0.0,100.0
Gulibu Company Limited Ns-126-8796,1,0,0,0,0,0,100.0,0.0
"Gva Rosac Group Limited., Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Green Wave Limited. Company, A/R",1,0,1,1,1,1,0.0,0.0
Green-Co Herbal Enterprise,1,1,0,1,1,1,0.0,100.0
Greenwich Fisheries Limited,1,0,0,1,0,1,100.0,0.0
"Gritop Foods Processing Limited., Kasoa, C/R",1,0,1,1,1,0,0.0,0.0
"Kanyi Wan Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Kanyiri-Kasha Limited. Box 201, Education Ridge-Tamale",1,0,1,1,1,1,0.0,0.0
"Karay Foods, Accra",1,0,0,1,1,1,0.0,0.0
"Karicath Ventures, Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
"Kasma-Msc Ventures,A/R",1,0,0,1,1,1,0.0,0.0
