client_clean,total_products,drug_products,food_products,countries_sourced,local_products,valid_products,import_pct,drug_pct
"Katargeo Ent., Congo Villa, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Kataso Ent., Accra",1,0,1,1,1,1,0.0,0.0
Kay Anointing Ventures,1,1,0,1,1,1,0.0,100.0
"Kay'Z Groceries., Accra",1,0,1,0,0,0,100.0,0.0
"Ground Up Ghana Limited, Amanokrom - Akuapem North, E/R",1,0,1,1,1,1,0.0,0.0
Gtg Pharmaceuticals P O Box 5812 Accra North,1,1,0,0,0,1,100.0,100.0
"Gudmann Inter Limited., Accra",1,0,1,1,0,1,100.0,0.0
Gracefect Royal Ent. Accra,1,0,1,1,0,1,100.0,0.0
"Gracepack Filtered Drinking Water Ent,A/R",1,0,1,1,1,1,0.0,0.0
Graciella Special Product,1,0,1,1,1,1,0.0,0.0
"Grasam Star Ghana Limited, Wa Uw/R",1,0,1,1,1,1,0.0,0.0
"Gratia & Venia Solutions Limited., Accra",1,0,1,1,0,1,100.0,0.0
Great Life Wellness Services,1,0,1,1,1,1,0.0,0.0
Green - 9 Limited Company,1,0,1,1,0,1,100.0,0.0
"Kayvamef Ent., Accra",1,0,0,1,0,1,100.0,0.0
"Kb Tasty Bread Limited, Kwahu Nkwatia, E/R",1,0,1,1,1,1,0.0,0.0
"Kca Ventures, A/R",1,0,1,1,1,1,0.0,0.0
"Kd Beveraged Limited. Co., Accra",1,0,1,1,0,1,100.0,0.0
Kela Laboratoria N.V,1,1,0,1,0,1,100.0,100.0
"Keli Eagles Trading Ent, Accra",1,0,1,1,1,1,0.0,0.0
"Kennruth Limited., Apowa, W/R",1,0,1,1,1,1,0.0,0.0
"Green Gold Biotechnology Engineering Co. Limited., Accra",1,0,1,1,1,0,0.0,0.0
"Green Herbal Organic Shelves, Kaneshie, Accra",1,0,1,1,1,1,0.0,0.0
"Goodheart Baker Ent, Accra",1,0,1,1,1,1,0.0,0.0
"Goodlife Mineral Water And Beverages Ventures, A/R",1,0,1,1,1,1,0.0,0.0
"Gopaldas Visram & Co. Limited Plot No. A590/591 Midc Ttc Industrial Area Mahape Navi Mumbai, India",1,1,0,1,0,1,100.0,100.0
"Gopaldas Visram & Company Limited - Plot No. A327, T.T.C. Indl Area, M.I.D.C.Mahape, Navi Mumbai-400710, India",1,1,0,1,0,1,100.0,100.0
Goshen Herbal Centre,1,1,0,1,1,1,0.0,100.0
"Gotm-Nova Enterprise, Square Avenue, U/E",1,0,1,1,0,1,100.0,0.0
Kensho Life Sciences Private Limited,1,1,0,1,0,1,100.0,100.0
"Kentinka Kwame Appiah - 20 Mission St. Osu Ga-082-5749, Accra",1,1,0,0,0,1,100.0,100.0
"Kepark Commodities Int. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Kepro B.V - Kuipersweg 9 3449 Ja Woerden , Netherlands",1,1,0,1,0,1,100.0,100.0
Kesstevebel Ventures,1,0,1,1,1,1,0.0,0.0
"Keta Grove Limited., Accra",1,0,1,1,1,1,0.0,0.0
Keta Laboratoria N.V,1,1,0,1,0,1,100.0,100.0
"Kett Industries Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Kaysons Supermarket Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Grace Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Goldisnacks Limited., Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
"Gnoppo Gh. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Khita Salads And Squeezy, Accra",1,0,1,1,0,0,100.0,0.0
"Kilitch Drugs Limited - 37 39 Ujagar Industrial Estate W T Patil Marg Deonar Mumbai Maharashtra India , India",1,1,0,1,0,1,100.0,100.0
"Kilolo Ultimate Ent., Bolgatanga, B.E/R",1,0,1,1,1,1,0.0,0.0
"Kingbee Dunamis Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Kingbi Vent., Accra",1,0,1,1,1,1,0.0,0.0
"Kingdom Books And Staionery Limited., Osu",1,0,1,1,0,1,100.0,0.0
Kings Burgh Ventures,1,0,1,1,1,1,0.0,0.0
"Kings Crown Industries Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Kings Touch Africa Group Limited., Winneba, C/R",1,0,1,1,1,1,0.0,0.0
Kenoch Herbal Services,1,1,0,1,1,1,0.0,100.0
"Good Max Mineral Water, Drobo, Bono Region",1,0,1,1,1,1,0.0,0.0
"Good News Water, Nsawam Dobro",1,0,1,0,0,0,100.0,0.0
"Good Water Ent., Accra",1,0,1,1,1,1,0.0,0.0
Goode Shito,1,0,1,1,1,1,0.0,0.0
Konica Minolta Inc,1,0,0,1,0,1,100.0,0.0
Konkomerifa Herbal Centre,1,1,0,1,1,0,0.0,100.0
"Kinloe-Winneba, Accra",1,0,1,1,1,1,0.0,0.0
"Klassone Investments., Accra",1,0,1,1,0,1,100.0,0.0
"Klub Super Ventures, Sunyani, B/R",1,0,1,1,1,1,0.0,0.0
"Kmc Cleaning Services, Accra, G/A",1,0,1,1,1,1,0.0,0.0
Kmce For Trading,1,0,1,1,0,1,100.0,0.0
"Knvm Medicare Private Limited - Kh No 959 Udyog Kunj Opp Reliance Ghaziabad Up 201 001, India",1,1,0,1,0,1,100.0,100.0
"Koa Impact Ghana Limited., Akim Achiase, E/R",1,0,1,1,1,1,0.0,0.0
"Kharis Alpha Life Limited Company, Ho, V/R",1,0,1,1,1,1,0.0,0.0
"Gold Coast Roasters Limited., Accra",1,0,1,1,1,1,0.0,0.0
Golden Africa Consumer Products Ghana Limited,1,0,1,0,0,0,100.0,0.0
"Golden Breed Ventures., Kaneshie",1,0,1,1,1,1,0.0,0.0
Golden Frimps Enterprise,1,0,1,1,1,1,0.0,0.0
"Golden Royal Commodities And Logistics Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Golden Vials Ent., Berekum, B/R",1,0,1,1,1,1,0.0,0.0
"Gnpa Limited., Accra",1,0,1,0,0,0,100.0,0.0
Go- Givers Enterprise,1,0,0,1,1,1,0.0,0.0
Gobby Bawua Enterprise,1,0,0,1,0,1,100.0,0.0
"God Is All You Need Co. Limited., Accra",1,0,1,1,1,1,0.0,0.0
"God Is Precious Mart, Accra",1,0,0,1,1,1,0.0,0.0
"God Is Wonderful Mineral Water Limited, A/R",1,0,1,1,1,1,0.0,0.0
"Godiya Foods Ghana Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Godswill Cereals,A/R",1,0,1,1,1,1,0.0,0.0
"Gokals Limited., Accra",1,1,0,0,0,1,100.0,100.0
"Globell Ocans Ent., Accra",1,1,0,0,0,1,100.0,100.0
"Kofi Vinyo & Company Limited., Sunyani, B/R",1,0,0,1,1,1,0.0,0.0
Kolnox,1,0,1,1,1,1,0.0,0.0
"Komenda Sugar Development Company Limited, C/R",1,0,1,1,1,1,0.0,0.0
"Kona Plus Vent., Accra",1,0,1,1,1,1,0.0,0.0
"Konadapps Royal Ent., A/R",1,0,1,1,1,1,0.0,0.0
Konan Local Bar,1,0,1,1,1,1,0.0,0.0
"Glorious Baby Mall, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Glotex Limited. Co., Accra",1,0,1,0,0,0,100.0,0.0
Glow Pharma Pvt Limited,1,1,0,1,0,1,100.0,100.0
"Gloyeb Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Gm Citadel Ent., Accra",1,0,1,1,0,1,100.0,0.0
Kotakyi Company Limited,1,0,1,1,0,1,100.0,0.0
"Koteng Koat Vent., Accra",1,0,1,1,1,1,0.0,0.0
Kpasec Parent Teacher Association,1,0,1,1,1,1,0.0,0.0
Kpembe Nmtc Mineral Water,1,0,1,1,1,1,0.0,0.0
"Kresy Ent., Accra",1,0,1,0,0,0,100.0,0.0
"Kriseddy Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Kromo O.A Limited Company, Badu, Opp. The Taxi Station",1,0,1,1,1,1,0.0,0.0
"Ks Annan Ent., Mankessim, C/R",1,0,1,1,1,1,0.0,0.0
"Kuba Intra Afriq Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Koasa Mineral Water Ent., A/R",1,0,1,1,1,1,0.0,0.0
Gnox Prime Limited,1,0,0,0,0,0,100.0,0.0
"Gihoc Distilleries Co. Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Kukks Delight Kitchen., Accra",1,0,1,0,0,0,100.0,0.0
"Kuls Pac Mineral Water, Nsawam, E/R",1,0,1,0,0,1,100.0,0.0
"Kumi Global Ventures, Dormaa Ahenkro, B/A",1,0,1,1,0,1,100.0,0.0
Kumi Opakon Enterprise,1,1,0,1,1,1,0.0,100.0
"Kuzuni Ent., Sunyani, B/R",1,0,0,1,0,0,100.0,0.0
"Kvms International Limited, Tema, G/A",1,0,1,1,0,1,100.0,0.0
"Kwabjoy Enterprise, C/R",1,0,1,1,1,0,0.0,0.0
"Kwabs Commodities Limited, Tema",1,0,1,1,0,1,100.0,0.0
Kwadwo-Kyere Ent,1,0,1,1,1,1,0.0,0.0
"Kwadwoa Business Ventures, Medie",1,0,1,1,1,1,0.0,0.0
Kwagyem Herbal Centre,1,1,0,1,1,1,0.0,100.0
Korea United Pharmaceuticals,1,1,0,1,0,1,100.0,100.0
"Glocardo Ventures., Accra",1,0,1,1,1,1,0.0,0.0
Glopag Afric,1,0,1,1,1,1,0.0,0.0
"Gloriaka Maquis Hotel, C/R",1,0,1,1,1,1,0.0,0.0
Gko Eastern Medicals And Pharmaceutical Limited,1,1,0,1,0,1,100.0,100.0
"Glada Filtered Water, Takoradi, W/R",1,0,1,1,1,1,0.0,0.0
"Get Ice, Kasoa - Amanfrom",1,0,1,1,1,1,0.0,0.0
"Kwami Atidamah Ent, Ho, V/R",1,0,1,0,0,0,100.0,0.0
"Kwesah Ventures, C/R",1,0,1,1,1,1,0.0,0.0
Kydes Pharmaceuticals Llc University Of Maryland Baltimore County Research & Technology Park,1,1,0,0,0,1,100.0,100.0
"L&A Naseda Co. Limited., Accra",1,0,1,1,1,0,0.0,0.0
L'Amar Natural Product Pvt,1,1,0,1,0,1,100.0,100.0
"La Cocina Mexicana Limited., Accra",1,0,1,1,1,1,0.0,0.0
"La Renon Healthcare Private Limited - 207 208 Iscon Elegance Circle P Prahlad Nagar Cross Roads S G Highway Ahmedabad 380015 Gujarat, India",1,1,0,1,0,1,100.0,100.0
"Glanita 24 Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Glaxosmithkline Export Limited. - 980 Great West Road, Brentford, Middlesex, Tw8 9Gs, , United Kingdom",1,1,0,1,0,1,100.0,100.0
"Global Fish Company Limited, Accra",1,0,1,1,0,1,100.0,0.0
"Global Gsv Gh Limited, Accra",1,0,1,1,0,1,100.0,0.0
Global Health,1,1,0,0,0,1,100.0,100.0
"Globalvine Commodities Limited., Tema",1,0,1,1,0,1,100.0,0.0
Laud K Pharmacy - P. O. Box 747 Knust Kumasi,1,1,0,1,0,1,100.0,100.0
"La-Mactina, Accra",1,0,1,1,1,1,0.0,0.0
"Laarry Water House, Teiman -Abokobi",1,0,1,1,1,1,0.0,0.0
"Laboratories-Basi-Industria Farmaceutca Sa Parque Industrial Manuel Lourenço Ferreira, Lote",1,1,0,0,0,1,100.0,100.0
Lael Plus Limited,1,0,1,1,1,1,0.0,0.0
"Lalima Enterprise,Gu-564-6765 Soalepe-Damongo",1,0,1,1,1,1,0.0,0.0
"Lam Halal Foods & Beverages, Accra",1,0,1,1,1,1,0.0,0.0
Lamelle Pharmaceuticals,1,1,0,0,0,1,100.0,100.0
Kwaku Boakye Enterprise,1,0,1,1,0,1,100.0,0.0
"Gilead Support Services, Accra",1,0,1,1,0,1,100.0,0.0
"Giloz Restaurant, Accra",1,0,1,1,1,1,0.0,0.0
"Gilpez Investment Co. Limited., Kasoa, C/R",1,0,1,1,1,0,0.0,0.0
Gina'S Spring Drinking Water,1,0,1,1,1,1,0.0,0.0
Give Thanks Network Limited,1,0,1,1,1,1,0.0,0.0
"Givers Water House, Dodowa",1,0,1,1,1,0,0.0,0.0
"Giz-Kaye Ventures, Accra",1,0,1,1,1,1,0.0,0.0
"Ghana Nuts Co. Limited., Hansua Techiman, B/R",1,0,1,1,1,1,0.0,0.0
Ghandour Cosmetics,1,1,0,1,1,1,0.0,100.0
Gi Pokems Foods,1,0,1,1,1,1,0.0,0.0
"Gideof Limited., Ho, V/R",1,0,1,1,1,1,0.0,0.0
Gifadze Ventures,1,0,1,1,1,1,0.0,0.0
Giford Ea Enterprise,1,0,0,1,1,1,0.0,0.0
"Giftal Shito, Dome-Accra",1,0,1,1,1,1,0.0,0.0
"Gifted Minds Foods And Trading Ent., H/No.C22, Appau-Tinkong, E/R",1,0,1,0,0,0,100.0,0.0
"Giftemma Group Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Giftings And Skills Ventures., Accra",1,0,0,1,1,0,0.0,0.0
Geisteiz Mineral Water,1,0,1,1,1,1,0.0,0.0
Lansah Chemist Limited,1,1,0,1,0,1,100.0,100.0
"Lantianyi Co. Limited., Tema",1,0,1,1,1,1,0.0,0.0
"Laprovet Hungary Veterinary Pharmaceuticals Limited 1107, Budapest, Horog U. 32-34 Hungary",1,1,0,1,0,1,100.0,100.0
Lark Laboratories,1,1,0,1,0,1,100.0,100.0
"Lartisha Ent., Accra",1,0,1,1,1,1,0.0,0.0
Geeun Ent,1,0,1,1,1,1,0.0,0.0
G.R Industries Limited,1,1,0,1,1,1,0.0,100.0
"Lawson Herbal Centre., Kumasi, A/R",1,0,1,1,1,1,0.0,0.0
"Le - Int Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Le Poisson Bar & Grill, Accra",1,0,1,1,1,1,0.0,0.0
Le-Nayg Chemist,1,1,0,1,1,1,0.0,100.0
"Leador J Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Ledrop Gh. Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Leemesh Grace Ventures, Accra",1,0,1,1,1,1,0.0,0.0
"Legacy Foods Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Genesis 20 Guesthouse, Navrongo, N/R",1,0,1,1,1,1,0.0,0.0
"Genesis Alkaline Water, Accra",1,0,1,0,0,0,100.0,0.0
Genetek Lifesciences Pvt,1,1,0,0,0,1,100.0,100.0
"George Tettey Prestige Ent, A/R",1,0,1,1,1,1,0.0,0.0
"Gepach International - Head Office B 13 Chand Society Juhu Church Road Mumbai 400 049 India , India",1,1,0,1,0,0,100.0,100.0
Ghamethe Enterprise,1,0,1,1,1,1,0.0,0.0
"Life Taste Mineral Water, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Lifekick Business Enterprise, Tarkwa-Bogoso Junction, Wt-0180-3331, W/R",1,0,1,1,1,1,0.0,0.0
"Liitee Impex Ventures, Accra",1,0,1,0,0,0,100.0,0.0
"Legacy Life Choice Int., Limited., Accra",1,0,1,1,0,1,100.0,0.0
Legend Pharmaceuticals Limited,1,0,0,1,0,1,100.0,0.0
"Lemanas Ventures. Tamale, N/R",1,0,1,1,0,1,100.0,0.0
Les Laboratories Service,1,1,0,1,0,0,100.0,100.0
"Level Up Consult And Customs Clearing Consult Limited, Accra",1,0,1,1,0,1,100.0,0.0
Launa Pharmaceuticals Pvt,1,1,0,0,0,1,100.0,100.0
Gbati Yussif Ent. Dagbon Road,1,0,1,1,1,1,0.0,0.0
"Gbm General Trading Limited., Takoradi, W/R",1,0,1,1,0,1,100.0,0.0
"Gdk International Lbg, Dawhenya-Tema, G/R",1,0,1,1,0,1,100.0,0.0
Geapadd Enterprise,1,0,1,1,1,1,0.0,0.0
"Gedicom Mineral Water. Bd-0530-9805 Behind Beckgeo Village Dormass Road, Dormaa Ahenkro, Bono Region",1,0,1,1,1,1,0.0,0.0
"Geedan Ventures, Nkawkaw, E/R",1,0,1,0,0,0,100.0,0.0
"Geesh Vent., Accra",1,0,1,1,1,1,0.0,0.0
"G2 Ice, Accra",1,0,1,1,1,1,0.0,0.0
Gab Foods Limited. Co. Accra,1,0,1,1,0,1,100.0,0.0
"Gain Cool, Budumburam, C/R",1,0,1,1,1,1,0.0,0.0
"Galaxy Import And Export Logistics Limited., Accra",1,0,1,1,0,1,100.0,0.0
Ganel Royal Enterprise,1,0,0,1,1,1,0.0,0.0
Gardenciti Water Supply,1,0,1,0,0,0,100.0,0.0
Gastro Foods Enterprise,1,0,0,1,0,1,100.0,0.0
Gatelift Company Limited,1,0,1,1,1,0,0.0,0.0
"Gati Food Products And Trading, Accra",1,0,1,1,1,1,0.0,0.0
Gatita Global Trade Limited,1,0,1,1,0,1,100.0,0.0
"Ft Strategic Investment Limited., Kasoa - Nyanyano, C/R",1,0,1,1,1,0,0.0,0.0
Liaoning Chang Da Biotechnology Co Limited No 1 Xinfang Street Human New District Shenyang 110179 China,1,1,0,1,0,1,100.0,100.0
Liberation Mandate Limited,1,0,0,1,0,1,100.0,0.0
"Liberty Industries Ventures, Accra",1,0,1,1,1,1,0.0,0.0
Libravo Enterprise,1,0,0,1,0,1,100.0,0.0
"Life Essentials Supplements - 1317 North East 83Rd Drive Vancouver Washington 98665, United States",1,1,0,1,0,1,100.0,100.0
"Fullstalk Limited, Tema",1,0,0,1,1,1,0.0,0.0
"Fumiz Ventures, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Fungidx Laboratories,1,0,0,1,0,1,100.0,0.0
G - 3 Mineral Water,1,0,1,1,1,1,0.0,0.0
"G - C Animal Pharmacy & Pet Shop, Nungua",1,0,1,1,0,0,100.0,0.0
"G. T Foods Limited., Accra",1,0,1,1,0,1,100.0,0.0
"G.E Healthcare As,Nycoveien",1,0,0,1,0,0,100.0,0.0
"Friomer Limited, Tema, G/R",1,0,1,1,0,1,100.0,0.0
Linking Beauty,1,1,0,0,0,1,100.0,100.0
"Linofatin, Akwatia, E/R",1,0,1,1,1,1,0.0,0.0
Lion Ice Purified Water. Nyankpala,1,0,1,1,1,1,0.0,0.0
"Lipsmacking Ent., Accra, Ga/R",1,0,0,1,1,1,0.0,0.0
"Liskin Enterprise, C/R",1,0,1,1,1,1,0.0,0.0
"Lissys Beetroot Ent., Peduase, E/R",1,0,1,1,1,1,0.0,0.0
Lisvan Integrity Enterprise,1,0,1,1,1,1,0.0,0.0
"Little Cash Limited., Accra",1,0,1,1,0,1,100.0,0.0
Frimeberl-Asaah Ent P O Box Ks 352 Adum Kumasi,1,1,0,0,0,1,100.0,100.0
"Frimfrance Star Limited. Company, A/R",1,0,1,1,1,1,0.0,0.0
Frimpsman Enterprise,1,1,0,1,0,1,100.0,100.0
Frashel International Limited,1,0,1,1,0,1,100.0,0.0
"Livwel Aqua., Accr",1,0,1,0,0,0,100.0,0.0
Liznii Star Enterprise,1,0,1,1,1,1,0.0,0.0
Ll Frozen Imports,1,0,1,1,0,1,100.0,0.0
"Lmj Enterprise, Accra G/R",1,0,1,1,0,1,100.0,0.0
Loboratoires Innctech International,1,1,0,0,0,1,100.0,100.0
"Loffler Limited. Accra, G/R",1,0,1,1,0,1,100.0,0.0
Linectar Ent,1,0,1,1,1,1,0.0,0.0
"Frostline West Africa Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Frozen Matters Ent., Tema",1,0,1,1,0,1,100.0,0.0
"Frozen Pot Foods, Tema",1,0,1,1,0,1,100.0,0.0
"Fruitavita, Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
"Fresh Fruit Beverage Enterprise, Xw-0073-7040 Wa, Uw/R",1,0,0,1,1,1,0.0,0.0
Fpf Commodities Limited,1,0,1,1,1,1,0.0,0.0
Lorvis Enterprise,1,0,1,0,0,0,100.0,0.0
"Lospanochos Limited, A/R",1,0,1,1,0,1,100.0,0.0
Lotus Noir,1,0,1,1,0,1,100.0,0.0
"Louis Micro Station Ent., Ngleshie Amanfro, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Louso Supplies Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Love African Export Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Lovers Mineral Water. Plot 49, Aduseikrom",1,0,1,1,1,1,0.0,0.0
Loving Life Chinese Clinic Company Limited,1,0,0,1,0,1,100.0,0.0
"Lube - X Vent., Accra",1,0,1,1,0,1,100.0,0.0
"Fresh Organic Food Systems Limited., Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
"Fresh Source Enterprise, Dormaa Ahenkro, Bono Region",1,0,1,1,1,1,0.0,0.0
"Fresh Vakof Ventures, Sunyani, Brong Ahafo Region",1,0,1,1,1,1,0.0,0.0
Freshlys Family Farms Limited. Accra,1,0,1,1,1,1,0.0,0.0
"Fressy'S Local, Accra",1,0,0,1,1,1,0.0,0.0
"Frhemson Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Frapedu Limited., Accra",1,0,1,1,0,1,100.0,0.0
Lucky Mother Enterprise,1,0,0,0,0,0,100.0,0.0
Lucky Step Company Limited,1,0,1,1,1,1,0.0,0.0
Lupin Limited Kalpataru Inspire 3Rd Floor Off Western Express Highway Santacruz East Mumbai Maharashtra 400 055 India,1,1,0,0,0,1,100.0,100.0
"Lvv., Accra",1,0,1,1,0,1,100.0,0.0
"Lynmay Farm To Fork., Accra",1,0,1,1,1,1,0.0,0.0
"Freddie Beverages Limited Company., Accra",1,0,1,1,1,1,0.0,0.0
Fredericko Asan Ent,1,0,1,1,1,1,0.0,0.0
Fredofs Enterprise Post Box 236 Asamankese E/R Ew-0048-2303,1,1,0,0,0,1,100.0,100.0
Freedom Heritage Enterprise,1,0,1,1,1,1,0.0,0.0
Freezer Fresh,1,0,1,1,0,1,100.0,0.0
"Fremartek Ent., Accra",1,0,0,1,1,1,0.0,0.0
"Frenzia Ventures, Samahu, Tarkwa, Western Region",1,0,1,1,1,1,0.0,0.0
Fresenius Kabi South Africa,1,1,0,0,0,1,100.0,100.0
"Fresh City Mart Enterprise, Community 8, Tema. G/R",1,0,1,1,0,1,100.0,0.0
"Fresh Dekks Ent, Ho, V/R",1,0,1,1,1,1,0.0,0.0
"Fostinus Ventures, Hatsukorpe Near Saint Paul'S, V/R",1,0,1,1,1,1,0.0,0.0
"Fosu Kingdom Ent., Ofaakor - Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Fount Pure Enterprise, Potsin, C/R",1,0,1,1,1,1,0.0,0.0
"Fountainlife Foods Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Fmb Farms & Trading Limited, Kumasi A/R",1,0,1,1,0,1,100.0,0.0
"M A Star Group Limited., Accra",1,0,1,1,1,1,0.0,0.0
"M'Cube, Accra",1,0,1,1,0,0,100.0,0.0
"M. Y. K. B Ventures., Accra",1,0,1,0,0,0,100.0,0.0
"M.G.M Estate Limited., Asuaba, Nsawam- Adeiso Road",1,0,1,1,1,1,0.0,0.0
M.I.A Investment,1,0,1,1,1,1,0.0,0.0
"M.Y. Caesar Co., Limited., Accra",1,0,1,1,1,0,0.0,0.0
Ma Ewuradze Cold Store,1,0,1,1,0,1,100.0,0.0
"Maadwoa Chips Bite Enterprise, Bolgatanga Upper East Region, Uw",1,0,1,1,1,1,0.0,0.0
"Francis Appiah 66 Ent,A/R",1,0,1,1,1,1,0.0,0.0
"Francis Kumah Trading Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Frankatson Limited - Adom Fie, Orgle Road",1,1,0,0,0,1,100.0,100.0
"Fofou Enterprise, Xt-0024-2161. Gwollu-Upper West Region",1,0,1,1,1,1,0.0,0.0
"Fones Mineral Water, Pokrom Nsaba, E/R",1,0,1,1,1,1,0.0,0.0
"Food Coach Limited, Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
"Food With Adel, Accra",1,0,1,1,1,1,0.0,0.0
"Foodbee, Accra",1,0,1,0,0,0,100.0,0.0
"Foodtech Limited., Accra",1,0,0,1,1,1,0.0,0.0
"Foremost Intergrated Ent. Limited., Accra",1,0,0,1,0,1,100.0,0.0
Forever Baby Enterprise,1,0,0,1,0,1,100.0,0.0
Forever Living Products,1,1,0,0,0,1,100.0,100.0
"Madabout, Accra",1,0,1,1,1,1,0.0,0.0
"Madiba Dreams Investment , Accra",1,0,1,1,1,1,0.0,0.0
"Madona Foundation. Plot 201, Malshegu",1,0,0,1,1,1,0.0,0.0
"Lytaky Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Forever Living Productsforever Direct Eu U751 Xt Dud, Gabel Netherland",1,1,0,1,0,0,100.0,100.0
"Formular 1 Foods Limited, Kumasi, A/R",1,0,1,1,1,1,0.0,0.0
"Fortumensah Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Mammie Manna Ventures, C/R",1,0,1,1,1,1,0.0,0.0
"Mancwa Commodities Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Mandeya Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Mafaasab Trading, Accra",1,0,1,1,0,1,100.0,0.0
Mag Herbal Centre,1,1,0,1,1,1,0.0,100.0
Mag-Nadanne Ventures,1,0,1,1,1,1,0.0,0.0
"Maganoba Farms, Nk-2116-9492 Nyankpala",1,0,0,1,1,0,0.0,0.0
"Magicco Co. Limited., Tema",1,0,1,1,0,1,100.0,0.0
"Magnificent Foods Et Al, Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
"Mago Motors Limited., Accra",1,0,1,1,1,1,0.0,0.0
Magvlyn Industries Limited,1,0,1,1,1,1,0.0,0.0
"Main Joint Ent., Accra",1,0,1,0,0,0,100.0,0.0
"Makel Restaurant, Ho, V/R",1,0,1,1,1,1,0.0,0.0
Mabiba Trading Enterpeises - Emford Bakery Lane,1,1,0,1,0,1,100.0,100.0
"Fnp Foods Gh Limited., Accra",1,0,1,1,0,1,100.0,0.0
Focus Treated Water,1,0,1,1,1,1,0.0,0.0
"Fitwell Ent., Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Five Loaves Enterprise,1,0,1,1,1,1,0.0,0.0
Flavour N You Ventures,1,0,0,1,1,0,0.0,0.0
"Flexy Foods Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Flick Investment Ventures., Accra",1,0,1,1,1,1,0.0,0.0
"Flobet Royal Ventures,A/R",1,0,1,1,1,1,0.0,0.0
Floturk Mineral Water C/R,1,0,1,1,1,1,0.0,0.0
"Fiak Ventures Complex Limited, Accra, G/R",1,0,1,1,0,1,100.0,0.0
"Makwa Ventures, Bawjiase Mankessim, C/R",1,0,1,1,1,1,0.0,0.0
"Maleka Farms Limited., Akuse, E/R",1,0,1,1,1,1,0.0,0.0
Maliba Enterprise,1,0,1,1,1,1,0.0,0.0
"Malicat Meat Products And Delicatessens Limited., Tema",1,0,1,1,1,1,0.0,0.0
Malinda Afiba Enterprise,1,0,1,1,0,1,100.0,0.0
"Mama Little Fingers, Accra",1,0,1,1,1,0,0.0,0.0
"Mama Love Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Mamakass Ent., Accra",1,0,1,0,0,0,100.0,0.0
Mark’S Dental Clinic,1,0,0,1,0,1,100.0,0.0
"Maro Frozen Enterprise, Kasoa. G/R",1,0,1,1,0,1,100.0,0.0
"Maroc Bay Vent., Tema",1,0,0,1,0,1,100.0,0.0
Marpro Village Enterprise,1,0,1,1,1,1,0.0,0.0
"Mandis Limited., Accra",1,0,1,1,1,1,0.0,0.0
Manfran Ent,1,0,1,1,1,1,0.0,0.0
Mangrove Guest House And Event Center,1,0,1,1,1,1,0.0,0.0
Mansfield Farms Limited. Accra G/R,1,0,1,1,0,1,100.0,0.0
Manso Man Ventures,1,0,0,1,0,1,100.0,0.0
"Mansoman Bitters Limited,A/R",1,0,1,1,1,1,0.0,0.0
Manya Herbal Centre,1,1,0,1,1,0,0.0,100.0
Mar Farms,1,1,0,0,0,1,100.0,100.0
Mariam Salif Catering Services,1,0,0,1,1,1,0.0,0.0
